start,end,_Get Coordinates of Feature_latitude,_Get Coordinates of Feature_longitude,_Get Coordinates of Feature_altitude,_Get Coordinates of Feature_precision,Feature to be mapped,Take a clear Photo of the Transformer,Take a clear Photo of the Transformer_URL,What telecommunication network owns it?,Provide a clear photo of the Illegal dumpsite,Provide a clear photo of the Illegal dumpsite_URL,What is the Environmental Hazard,Well_Water_Level___,Provide a clear photo of the mast showing the logo of the telecoms provider,Provide a clear photo of the mast showing the logo of the telecoms provider_URL,Provide a clear photo of the environmental hazard,Provide a clear photo of the environmental hazard_URL,_index
2024-02-02,2024-02-02,7.235153,5.196728,355.8,2.099999905,Well_Water_Level,,,,,,,3.17,,,,,129
2024-02-02,2024-02-02,7.226759,5.19105,371.868618,5,Well_Water_Level,,,,,,,6.15,,,,,130
2024-02-02,2024-02-02,7.23599,5.19781,368.1,2.099999905,Well_Water_Level,,,,,,,4.64,,,,,131
2024-02-02,2024-02-02,7.235642,5.198033,366.8,1.799999952,Well_Water_Level,,,,,,,4.19,,,,,132
2024-02-02,2024-02-02,7.226528,5.191198,380.5181541,5,Well_Water_Level,,,,,,,3.63,,,,,133
2024-02-02,2024-02-02,7.227444,5.192855,373.0964012,5,Illegal Dumpsites,,,,image-10_20_59.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fe4ee6cf8-f975-4fdf-a7c2-3350c6948d2b%2Fimage-10_20_59.jpg,,,,,,,134
2024-02-02,2024-02-02,7.236598,5.197077,365.9,2,Well_Water_Level,,,,,,,4.5,,,,,135
2024-02-02,2024-02-02,7.228992,5.193383,364.538546,5,Well_Water_Level,,,,,,,2.9,,,,,136
2024-02-02,2024-02-02,7.229703,5.192258,363.0794334,5,Well_Water_Level,,,,,,,1.76,,,,,137
2024-02-02,2024-02-02,7.236765,5.196058,362.5,2.099999905,Well_Water_Level,,,,,,,1.07,,,,,138
2024-02-02,2024-02-02,7.230158,5.191028,361.3140526,5,Well_Water_Level,,,,,,,1.94,,,,,139
2024-02-02,2024-02-02,7.237245,5.19669,362.6,3.799999952,Well_Water_Level,,,,,,,3.1,,,,,140
2024-02-02,2024-02-02,7.228912,5.190365,369.8088036,5,Environmental Hazards,,,,,,Erosion ,,,,image-10_44_42.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F66f6d4ba-0b77-49a1-aa6a-382369390c60%2Fimage-10_44_42.jpg,141
2024-02-02,2024-02-02,7.228783,5.190066,368.7983055,5,Well_Water_Level,,,,,,,8.02,,,,,142
2024-02-02,2024-02-02,7.228672,5.190065,369.7236595,5,Illegal Dumpsites,,,,image-10_48_5.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fbb3facd2-63fa-4923-a811-21a02071afea%2Fimage-10_48_5.jpg,,,,,,,143
2024-02-02,2024-02-02,7.236017,5.195935,357.7,5.099999905,Illegal Dumpsites,,,,17068892136538502276795119575948-16_53_51.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F322bbfd3-87fa-46c7-a41d-1500148fb7d0%2F17068892136538502276795119575948-16_53_51.jpg,,,,,,,144
2024-02-02,2024-02-02,7.230908,5.188621,366.8139915,5,Well_Water_Level,,,,,,,4.52,,,,,145
2024-02-02,2024-02-02,7.231172,5.187839,372.0384178,5,Illegal Dumpsites,,,,image-11_3_6.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Faca9cddd-2b05-439f-b385-3f0081a4a0bb%2Fimage-11_3_6.jpg,,,,,,,146
2024-02-02,2024-02-02,7.235807,5.194995,367.4,2,Well_Water_Level,,,,,,,4.7,,,,,147
2024-02-02,2024-02-02,7.230223,5.187274,407.8666039,5,Well_Water_Level,,,,,,,6.07,,,,,148
2024-02-02,2024-02-02,7.234283,5.194872,368.5,2.099999905,Well_Water_Level,,,,,,,5.33,,,,,149
2024-02-02,2024-02-02,7.231858,5.186801,364.6851463,5,Illegal Dumpsites,,,,image-11_16_3.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F9388201c-3379-4097-ad10-c7a24775865d%2Fimage-11_16_3.jpg,,,,,,,150
2024-02-02,2024-02-02,7.231921,5.186248,369.6683006,5,Well_Water_Level,,,,,,,6.99,,,,,151
2024-02-02,2024-02-02,7.232845,5.195195,367.8,2.71239996,Well_Water_Level,,,,,,,3.34,,,,,152
2024-02-02,2024-02-02,7.231596,5.184775,355.0038109,5,Transformer,image-11_24_45.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F34cb5a79-5ff8-4b82-a97e-620b6020d125%2Fimage-11_24_45.jpg,,,,,,,,,,153
2024-02-02,2024-02-02,7.231705,5.194725,367.2,2.099999905,Well_Water_Level,,,,,,,5.29,,,,,154
2024-02-02,2024-02-02,7.231621,5.184736,356.4459496,5,Well_Water_Level,,,,,,,2.07,,,,,155
2024-02-02,2024-02-02,7.231954,5.184939,353.52145,5,Illegal Dumpsites,,,,image-11_28_39.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F6baeebd5-a37d-47d6-b3d0-283c30b69223%2Fimage-11_28_39.jpg,,,,,,,156
2024-02-02,2024-02-02,7.231,5.193827,370.8,2.200000048,Well_Water_Level,,,,,,,5.22,,,,,157
2024-02-02,2024-02-02,7.232998,5.184818,363.0599632,5,Well_Water_Level,,,,,,,4.74,,,,,158
2024-02-02,2024-02-02,7.230799,5.184305,367.1692772,5,Transformer,image-11_41_23.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F1bc21dc4-58d7-4980-8868-ae482239bd16%2Fimage-11_41_23.jpg,,,,,,,,,,159
2024-02-02,2024-02-02,7.230028,5.194857,372,2,Well_Water_Level,,,,,,,1.14,,,,,160
2024-02-02,2024-02-02,7.229944,5.183543,350.9003563,5,Well_Water_Level,,,,,,,3.5,,,,,161
2024-02-02,2024-02-02,7.228512,5.194926,377.2,3.799999952,Telephone Masts,,,MTN,,,,,17068924373457527804764114149553-17_47_26.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F44806b5d-fe65-4c5c-998a-e190ee8baa1d%2F17068924373457527804764114149553-17_47_26.jpg,,,162
2024-02-02,2024-02-02,7.228715,5.195655,378.6,2.099999905,Environmental Hazards,,,,,,Active gully,,,,17068926800668597679206549769675-17_51_26.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F02d8bf88-2d43-4f06-adc6-76c54b769271%2F17068926800668597679206549769675-17_51_26.jpg,163
2024-02-02,2024-02-02,7.228487,5.196379,383.5,2.450000048,Illegal Dumpsites,,,,17068927958138443327679114225674-17_53_21.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fde35da00-2a21-480a-8634-2bde60619a8c%2F17068927958138443327679114225674-17_53_21.jpg,,,,,,,164
2024-02-02,2024-02-02,7.228594,5.184589,359.0879173,5,Well_Water_Level,,,,,,,3.99,,,,,165
2024-02-02,2024-02-02,7.228988,5.186443,373.2409325,5,Transformer,image-12_14_17.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fc0fef9bb-f83b-46db-ad87-e3a75fda2408%2Fimage-12_14_17.jpg,,,,,,,,,,166
2024-02-02,2024-02-02,7.229355,5.185418,379.4600487,5,Illegal Dumpsites,,,,image-12_19_44.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F5f7096f7-1f4b-41c9-9e69-58f753e4145d%2Fimage-12_19_44.jpg,,,,,,,167
2024-02-02,2024-02-02,7.230129,5.18442,357.7373314,5,Illegal Dumpsites,,,,image-12_22_51.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fa64f17ad-fcaa-423f-a343-b49a7fae7ff8%2Fimage-12_22_51.jpg,,,,,,,168
2024-02-03,2024-02-03,7.236738,5.200914,364.2,2.200000048,Well_Water_Level,,,,,,,5.3,,,,,169
2024-02-03,2024-02-03,7.236848,5.200628,364.1,1.899999976,Environmental Hazards,,,,,,Active gully,,,,17069581280353016598427650746488-12_2_45.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fdb6e484e-d223-4205-9b86-4dcca89b7462%2F17069581280353016598427650746488-12_2_45.jpg,170
2024-02-02,2024-02-03,7.233791,5.195421,352.0414696,5,Illegal Dumpsites,,,,image-6_3_8.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F9f855bd1-f931-4fc0-94f7-7f9d6c60852f%2Fimage-6_3_8.jpg,,,,,,,171
2024-02-03,2024-02-03,7.237158,5.199622,363.7,2,Well_Water_Level,,,,,,,4.9,,,,,172
2024-02-03,2024-02-03,7.231777,5.193239,368.7615623,5,Well_Water_Level,,,,,,,12.85,,,,,173
2024-02-03,2024-02-03,7.236402,5.199597,364.3,2.200000048,Well_Water_Level,,,,,,,4.81,,,,,174
2024-02-03,2024-02-03,7.231777,5.193239,369.8455519,5,Well_Water_Level,,,,,,,12.46,,,,,175
2024-02-03,2024-02-03,7.232317,5.193407,365.8188133,5,Illegal Dumpsites,,,,image-6_27_51.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fe5747a4f-edcb-40ed-bdcb-009676ff95ea%2Fimage-6_27_51.jpg,,,,,,,176
2024-02-03,2024-02-03,7.23785,5.199462,361,2.200000048,Telephone Masts,,,Unknown,,,,,17069597342238293476299915725914-12_29_5.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F76cbc565-f9b9-4c48-b01f-a9b0379205db%2F17069597342238293476299915725914-12_29_5.jpg,,,177
2024-02-03,2024-02-03,7.237855,5.199463,361,2.5,Transformer,17069597686224263675157183898065-12_29_40.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F1e03e3f9-b014-44f1-b36c-6e7c0eebc0fb%2F17069597686224263675157183898065-12_29_40.jpg,,,,,,,,,,178
2024-02-03,2024-02-03,7.23281,5.192896,368.1243553,5,Well_Water_Level,,,,,,,11.25,,,,,179
2024-02-03,2024-02-03,7.238712,5.198482,356.8,1.899999976,Well_Water_Level,,,,,,,3.17,,,,,180
2024-02-03,2024-02-03,7.232717,5.191815,362.8297997,5,Transformer,image-6_37_26.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F8bb8e637-25e8-4bff-90c7-468e6d0a6108%2Fimage-6_37_26.jpg,,,,,,,,,,181
2024-02-03,2024-02-03,7.239127,5.200185,355,3.720399857,Illegal Dumpsites,,,,17069604929848969939287078694872-12_41_39.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F7cdeefbc-0542-4487-95c6-0125f0c10cd1%2F17069604929848969939287078694872-12_41_39.jpg,,,,,,,182
2024-02-03,2024-02-03,7.23179,5.190835,356.1298485,5,Well_Water_Level,,,,,,,3.54,,,,,183
2024-02-03,2024-02-03,7.239352,5.20026,356.4,2,Well_Water_Level,,,,,,,0.73,,,,,184
2024-02-03,2024-02-03,7.231212,5.190017,353.0763817,5,Well_Water_Level,,,,,,,0.82,,,,,185
2024-02-03,2024-02-03,7.231225,5.189983,352.1618919,5,Environmental Hazards,,,,,,Erosion ,,,,image-6_51_8.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fd865c29a-61ef-4773-a5b1-92515cff743c%2Fimage-6_51_8.jpg,186
2024-02-03,2024-02-03,7.240476,5.200158,361.2,5.050000191,Illegal Dumpsites,,,,17069610872403667824403109629857-12_51_39.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F751d6fcf-a606-44cd-b5d3-b3b455e0a8e6%2F17069610872403667824403109629857-12_51_39.jpg,,,,,,,187
2024-02-03,2024-02-03,7.232725,5.190511,361.0603294,5,Well_Water_Level,,,,,,,5.23,,,,,188
2024-02-03,2024-02-03,7.23942,5.19911,350.6,3.059000015,Well_Water_Level,,,,,,,1.24,,,,,189
2024-02-03,2024-02-03,7.232821,5.190666,356.2687645,5,Illegal Dumpsites,,,,image-7_1_51.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F2bf9f0b1-fae3-4348-bd80-28ba75be7ad0%2Fimage-7_1_51.jpg,,,,,,,190
2024-02-03,2024-02-03,7.232771,5.186912,361.0447655,5,Well_Water_Level,,,,,,,5.39,,,,,191
2024-02-03,2024-02-03,7.23949,5.197652,356.4,1.850000024,Illegal Dumpsites,,,,17069621892614931311856925003135-13_9_55.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Ffa119efa-76cd-420e-842b-c5dc086303c9%2F17069621892614931311856925003135-13_9_55.jpg,,,,,,,192
2024-02-03,2024-02-03,7.240624,5.198847,361.8,2.200000048,Environmental Hazards,,,,,,Erosion ,,,,17069624222035542576546468921707-13_13_49.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fb819228e-e0d7-41b2-a231-f74e0dafed07%2F17069624222035542576546468921707-13_13_49.jpg,193
2024-02-03,2024-02-03,7.233658,5.186358,360.8845482,5,Well_Water_Level,,,,,,,7.01,,,,,194
2024-02-03,2024-02-03,7.23426,5.187397,356.387722,5,Well_Water_Level,,,,,,,5.03,,,,,195
2024-02-03,2024-02-03,7.241512,5.199532,364.7,2.200000048,Well_Water_Level,,,,,,,3.54,,,,,196
2024-02-03,2024-02-03,7.234271,5.187401,356.5788841,5,Environmental Hazards,,,,,,Erosion ,,,,image-7_24_14.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F24619533-f029-4cf3-a2c0-3464c6e7042e%2Fimage-7_24_14.jpg,197
2024-02-03,2024-02-03,7.241802,5.199815,366.9,2.099999905,Transformer,17069630349506939429799104290353-13_24_27.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F58ba4032-46dc-4465-8ab7-d6d55ad58d90%2F17069630349506939429799104290353-13_24_27.jpg,,,,,,,,,,198
2024-02-03,2024-02-03,7.235017,5.188021,351.7441063,5,Well_Water_Level,,,,,,,1.14,,,,,199
2024-02-03,2024-02-03,7.241318,5.200512,365.2,2.200000048,Well_Water_Level,,,,,,,3.77,,,,,200
2024-02-03,2024-02-03,7.24029,5.201131,363.5,2.200000048,Well_Water_Level,,,,,,,3.64,,,,,201
2024-02-03,2024-02-03,7.236106,5.18644,351.9558983,5,Environmental Hazards,,,,,,Erosion ,,,,image-7_40_46.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fd63f76b6-3aaf-41fd-a116-eca5670e6c35%2Fimage-7_40_46.jpg,202
2024-02-03,2024-02-03,7.237921,5.188252,345.981411,5,Environmental Hazards,,,,,,Active gully,,,,image-7_42_35.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fa0823dd6-425a-41f1-8613-7bc066363c1f%2Fimage-7_42_35.jpg,203
2024-02-03,2024-02-03,7.237986,5.188109,347.2508202,5,Well_Water_Level,,,,,,,0.83,,,,,204
2024-02-03,2024-02-03,7.239919,5.202682,362.5,1.649999976,Well_Water_Level,,,,,,,1.55,,,,,205
2024-02-03,2024-02-03,7.239536,5.203115,364.4,2,Well_Water_Level,,,,,,,2.52,,,,,206
2024-02-03,2024-02-03,7.239178,5.203135,363.7,1.899999976,Transformer,17069650513293820690760508506787-13_57_41.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F2dc21cf1-8f95-4025-a032-5a207891b596%2F17069650513293820690760508506787-13_57_41.jpg,,,,,,,,,,207
2024-02-03,2024-02-03,7.236978,5.188232,345.7226219,5,Telephone Masts,,,Unknown,,,,,image-7_57_19.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F5590a8a3-545a-471e-b337-1b50e640835f%2Fimage-7_57_19.jpg,,,208
2024-02-03,2024-02-03,7.237015,5.188207,343.0851707,5,Well_Water_Level,,,,,,,0.6,,,,,209
2024-02-03,2024-02-03,7.241417,5.203973,369.2,2.400000095,Well_Water_Level,,,,,,,4.29,,,,,210
2024-02-03,2024-02-03,7.236558,5.190198,355.7934227,5,Illegal Dumpsites,,,,image-8_11_16.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F22195752-7b5b-4458-8e8f-9c4087993c06%2Fimage-8_11_16.jpg,,,,,,,211
2024-02-03,2024-02-03,7.24142,5.204355,366.9,4.400000095,Illegal Dumpsites,,,,17069659219376868327927559716974-14_12_26.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F5e0d96b3-a27d-43c0-8adf-0880f595f382%2F17069659219376868327927559716974-14_12_26.jpg,,,,,,,212
2024-02-03,2024-02-03,7.236677,5.190004,356.5948143,5,Well_Water_Level,,,,,,,5.04,,,,,213
2024-02-03,2024-02-03,7.241305,5.204462,369.6,4.372000217,Well_Water_Level,,,,,,,5.7,,,,,214
2024-02-03,2024-02-03,7.240777,5.20453,366.3,4.400000095,Illegal Dumpsites,,,,17069664221392466921653787044014-14_20_31.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F0904a230-5ed7-40bb-9ea3-613ac91a3c30%2F17069664221392466921653787044014-14_20_31.jpg,,,,,,,215
2024-02-03,2024-02-03,7.240663,5.2048,364.5,1.899999976,Well_Water_Level,,,,,,,4.75,,,,,216
2024-02-03,2024-02-03,7.235771,5.190708,365.6739159,5,Well_Water_Level,,,,,,,5.96,,,,,217
2024-02-03,2024-02-03,7.240225,5.205145,366.8,2.349999905,Illegal Dumpsites,,,,17069669290184750851765807787831-14_28_56.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fd8a65596-0718-4e76-a0fb-9f98b28289db%2F17069669290184750851765807787831-14_28_56.jpg,,,,,,,218
2024-02-03,2024-02-03,7.235026,5.19011,355.962368,5,Well_Water_Level,,,,,,,5.37,,,,,219
2024-02-03,2024-02-03,7.235073,5.190012,357.2593651,5,Well_Water_Level,,,,,,,4.86,,,,,220
2024-02-03,2024-02-03,7.241323,5.206388,370.9,2.299999952,Telephone Masts,,,Unknown,,,,,17069673650606095462426903618914-14_36_40.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F74858199-01d1-4f4f-84aa-83777e22ebf7%2F17069673650606095462426903618914-14_36_40.jpg,,,221
2024-02-03,2024-02-03,7.234125,5.192887,365.4795799,5,Well_Water_Level,,,,,,,3.89,,,,,222
2024-02-03,2024-02-03,7.234827,5.193548,366.8927879,5,Well_Water_Level,,,,,,,9.56,,,,,223
2024-02-03,2024-02-03,7.243093,5.203916,374.5,2,Well_Water_Level,,,,,,,5.11,,,,,224
2024-02-03,2024-02-03,7.242095,5.202948,375.7,2.5,Environmental Hazards,,,,,,Erosion ,,,,17069687372365879710707203306123-14_59_8.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fef572ec2-c7c2-4208-8a1b-959a634e9d06%2F17069687372365879710707203306123-14_59_8.jpg,225
2024-02-03,2024-02-03,7.234871,5.193564,367.2233857,5,Well_Water_Level,,,,,,,3.19,,,,,226
2024-02-03,2024-02-03,7.236426,5.194185,355.3488426,5,Environmental Hazards,,,,,,Erosion ,,,,image-9_2_43.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F27da3786-4b29-4e9f-91da-7c635c2d49d3%2Fimage-9_2_43.jpg,227
2024-02-03,2024-02-03,7.242048,5.202668,375.7,2.935799837,Well_Water_Level,,,,,,,5.14,,,,,228
2024-02-03,2024-02-03,7.241202,5.202475,376.1,2.5,Well_Water_Level,,,,,,,2.69,,,,,229
2024-02-03,2024-02-03,7.236875,5.193527,355.1650658,5,Well_Water_Level,,,,,,,6.45,,,,,230
2024-02-03,2024-02-03,7.237136,5.192749,352.889492,5,Transformer,image-9_14_37.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F8842abc3-a204-4e22-a37f-d52d4a439b47%2Fimage-9_14_37.jpg,,,,,,,,,,231
2024-02-03,2024-02-03,7.241768,5.201764,371.9,4.400000095,Transformer,17069697484233305896246542721383-15_16_1.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fcc12a720-1629-43ef-abf0-3c963cb42b02%2F17069697484233305896246542721383-15_16_1.jpg,,,,,,,,,,232
2024-02-03,2024-02-03,7.241768,5.201764,371.9,4.5,Illegal Dumpsites,,,,17069698196367196475789973061685-15_17_6.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F51c782a5-f31c-48b2-91dd-a20cb6d11741%2F17069698196367196475789973061685-15_17_6.jpg,,,,,,,233
2024-02-03,2024-02-03,7.238894,5.192729,343.9550438,5,Telephone Masts,,,Unknown,,,,,image-9_20_55.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fcbf2579b-77ee-4f12-9974-5dd14684b12f%2Fimage-9_20_55.jpg,,,234
2024-02-03,2024-02-03,7.242493,5.200538,386.5,2.099999905,Well_Water_Level,,,,,,,6.61,,,,,235
2024-02-03,2024-02-03,7.238628,5.192181,340.8844872,5,Well_Water_Level,,,,,,,1.34,,,,,236
2024-02-03,2024-02-03,7.241691,5.198736,371.9,2.5,Transformer,17069704600483210119287331932485-15_27_46.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F939a596b-85eb-4f66-bb00-897bdc160e24%2F17069704600483210119287331932485-15_27_46.jpg,,,,,,,,,,237
2024-02-03,2024-02-03,7.238614,5.192197,347.7707176,5,Well_Water_Level,,,,,,,5.37,,,,,238
2024-02-03,2024-02-03,7.24126,5.198827,370.7,2.099999905,Well_Water_Level,,,,,,,1.74,,,,,239
2024-02-03,2024-02-03,7.241287,5.198383,368.6,3.700000048,Well_Water_Level,,,,,,,3.76,,,,,240
2024-02-03,2024-02-03,7.238611,5.187229,353.0660667,5,Well_Water_Level,,,,,,,4.19,,,,,241
2024-02-03,2024-02-03,7.23911,5.187419,351.1213036,5,Telephone Masts,,,Unknown,,,,,image-9_46_22.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F4f93e4d6-e303-4d9b-bc1e-a91651ae0e3a%2Fimage-9_46_22.jpg,,,242
2024-02-03,2024-02-03,7.239363,5.187109,350.9176292,5,Transformer,image-9_47_19.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F948fe0f4-e781-4f43-8589-dd8a9e6c2efa%2Fimage-9_47_19.jpg,,,,,,,,,,243
2024-02-03,2024-02-03,7.24083333,5.19666667,373,0,Well_Water_Level,,,,,,,3.51,,,,,244
2024-02-03,2024-02-03,7.239866,5.187919,348.5909691,5,Well_Water_Level,,,,,,,3.6,,,,,245
2024-02-03,2024-02-03,7.239866,5.187919,350.780117,5,Illegal Dumpsites,,,,image-9_53_49.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fdb0a345c-5624-4e09-8050-808712dfa9a3%2Fimage-9_53_49.jpg,,,,,,,246
2024-02-03,2024-02-03,7.239439,5.189076,354.2637596,5,Illegal Dumpsites,,,,image-9_56_55.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F16107c59-2f5e-46e8-a334-e91ad7be4978%2Fimage-9_56_55.jpg,,,,,,,247
2024-02-03,2024-02-03,7.240472,5.194892,361.5,3.900000095,Well_Water_Level,,,,,,,1.08,,,,,248
2024-02-03,2024-02-03,7.239902,5.190754,342.0788231,5,Well_Water_Level,,,,,,,0.48,,,,,249
2024-02-03,2024-02-03,7.23991,5.19071,342.1009178,5,Well_Water_Level,,,,,,,4.45,,,,,250
2024-02-03,2024-02-03,7.242091,5.191231,342.186367,5,Well_Water_Level,,,,,,,2.89,,,,,251
2024-02-03,2024-02-03,7.242884,5.19465,378.6,2.099999905,Well_Water_Level,,,,,,,4.68,,,,,252
2024-02-03,2024-02-03,7.242942,5.191673,350.5944481,5,Transformer,image-10_16_26.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F00e6878e-933c-45ae-a480-3d19970975f1%2Fimage-10_16_26.jpg,,,,,,,,,,253
2024-02-03,2024-02-03,7.244142,5.19519,371.7,2,Well_Water_Level,,,,,,,7.43,,,,,254
2024-02-03,2024-02-03,7.243007,5.191666,353.0083885,5,Well_Water_Level,,,,,,,3.59,,,,,255
2024-02-03,2024-02-03,7.24501,5.19481,362.2,2.099999905,Well_Water_Level,,,,,,,4.58,,,,,256
2024-02-03,2024-02-03,7.242084,5.190322,344.0777855,5,Well_Water_Level,,,,,,,2.76,,,,,257
